,master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12,monthly_profitability,y_pred
22,1a9b39d8-40ac-11ea-9be8-000d3a38a36f,Android App,Android App,2019-11-17,2020-05-31,2020-05-31,2019-11-17,1.0,1.0,119.98,99.99,[KADIN],33.67,37.20596336432478
23,4fbb0cbe-9085-11ea-af25-000d3a38a36f,Android App,Offline,2020-05-11,2021-01-29,2020-05-11,2021-01-29,1.0,1.0,172.97,69.48,"[COCUK, KADIN]",27.66,18.4227100217456
24,d1fabf76-7171-11eb-a3e2-000d3a38a36f,Desktop,Desktop,2021-02-15,2021-05-03,2021-05-03,2021-02-15,1.0,3.0,839.97,266.59,[AKTIFSPOR],431.13,300.26358187745683
25,6ff327d4-b0e1-11e9-9757-000d3a38a36f,Android App,Offline,2020-02-04,2021-01-19,2020-10-23,2021-01-19,1.0,2.0,243.46,103.99,[KADIN],29.78,32.65834571171178
26,7e7732ae-2d78-11eb-8062-000d3a299ebf,Mobile,Offline,2020-11-23,2021-04-06,2020-11-23,2021-04-06,1.0,1.0,303.94,228.37,"[ERKEK, KADIN, AKTIFSPOR]",119.17,77.28718149032592
27,c1f8f878-9f35-11e9-9897-000d3a38a36f,Mobile,Offline,2013-06-03,2021-03-01,2019-07-02,2021-03-01,3.0,1.0,40.87,90.0,[COCUK],1.39,-6.384283772217727
28,5e1830d8-9e24-11e9-9897-000d3a38a36f,Ios App,Ios App,2020-11-19,2021-01-08,2021-01-08,2020-11-19,2.0,1.0,180.49,287.98,[AKTIFSPOR],281.08,343.9718166979645
29,a46cc34a-a19f-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-02-24,2020-11-29,2020-11-29,2019-02-24,1.0,1.0,49.99,125.99,[ERKEK],8.2,10.589213586103494
30,1618f596-130a-11ea-a001-000d3a38a36f,Android App,Android App,2019-03-02,2021-04-11,2021-04-11,2019-03-16,2.0,3.0,399.95,432.87,[AKTIFSPOR],32.41,49.62867792777476
31,c864868a-5134-11ea-99ba-000d3a38a36f,Android App,Android App,2019-10-06,2020-09-29,2020-09-29,2019-10-06,2.0,1.0,179.99,346.96,"[COCUK, KADIN]",44.03,17.813331086083984
32,57b22f66-d6a3-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-29,2021-02-16,2021-02-16,2020-02-12,1.0,4.0,550.45,186.99,[AKTIFSPOR],41.2,62.048062220716346
33,fb840306-1219-11ea-a001-000d3a38a36f,Ios App,Ios App,2020-01-18,2021-02-05,2021-02-05,2020-01-18,7.0,1.0,89.99,833.65,"[ERKEK, KADIN, AKTIFSPOR]",72.16,110.25448233055127
34,1acf7870-87af-11ea-ace9-000d3a38a36f,Ios App,Offline,2020-04-26,2021-02-18,2020-04-26,2021-02-18,1.0,1.0,160.97,137.12,"[ERKEK, KADIN]",30.01,24.427198002941413
35,7a52fd46-5be8-11ea-a7c9-000d3a38a36f,Mobile,Mobile,2020-02-16,2020-07-10,2020-07-10,2020-02-16,1.0,1.0,45.49,89.99,[AKTIFCOCUK],28.03,50.7993074110584
36,196e721a-d6d9-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-09-02,2020-08-11,2020-08-11,2019-09-02,1.0,1.0,39.99,89.99,[KADIN],11.34,4.798982293436397
37,3551e96c-5b40-11ea-8e0b-000d3a38a36f,Ios App,Ios App,2020-02-16,2021-03-03,2021-03-03,2020-02-16,2.0,1.0,299.98,414.91,[AKTIFSPOR],56.29,62.015559682301244
38,80c89c7a-d6dd-11e9-93bc-000d3a38a36f,Mobile,Offline,2019-09-02,2021-01-21,2019-09-02,2021-01-21,1.0,1.0,169.99,170.91,[KADIN],20.17,-0.2347129331918376
39,280cd78c-f324-11e9-9346-000d3a38a36f,Android App,Android App,2019-02-20,2020-12-25,2020-12-25,2019-02-20,4.0,1.0,49.99,476.88,"[ERKEK, AKTIFSPOR]",23.45,46.83235434908195
40,6e47c6c2-4f49-11ea-99ba-000d3a38a36f,Android App,Android App,2019-12-04,2020-11-26,2020-11-26,2019-12-04,5.0,1.0,99.99,999.9,"[KADIN, AKTIFSPOR]",92.17,91.74705558637213
41,6a46e618-16f8-11ea-b4ec-000d3a38a36f,Android App,Offline,2019-11-13,2020-07-14,2020-07-13,2020-07-14,12.0,3.0,410.46,2519.88,[AKTIFSPOR],360.29,315.91431740710533
42,1e6a5e78-7a8a-11ea-8f20-000d3a38a36f,Ios App,Offline,2020-04-10,2021-02-22,2020-04-30,2021-02-22,3.0,2.0,270.48,384.95,"[COCUK, AKTIFSPOR]",61.83,88.44643437389958
43,6e19617c-f068-11ea-bde9-000d3a38a36f,Android App,Android App,2020-09-06,2021-04-21,2021-04-21,2020-09-06,1.0,1.0,99.99,214.94,[AKTIFSPOR],41.62,65.93374382034204
44,a9acbdcc-a872-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-12-27,2020-08-02,2018-11-02,2020-08-02,4.0,1.0,70.49,721.2,[KADIN],14.14,6.435711251411179
45,d45e704c-b13c-11e9-9757-000d3a38a36f,Desktop,Offline,2019-10-01,2020-07-01,2020-06-27,2020-07-01,1.0,2.0,330.45,764.94,"[ERKEK, KADIN]",119.93,39.20347713905423
46,45b1d028-1da7-11ea-8bf2-000d3a38a36f,Desktop,Desktop,2019-06-30,2020-08-26,2020-08-26,2019-06-30,1.0,1.0,89.99,185.47,[KADIN],19.54,14.611656541945226
47,09797cba-5b4a-11ea-8975-000d3a38a36f,Mobile,Mobile,2019-12-26,2021-04-27,2021-04-27,2019-12-26,3.0,1.0,119.99,749.94,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",53.48,37.84453689805392
48,1eb32dea-a409-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-11,2020-12-21,2020-12-21,2019-04-11,2.0,1.0,79.99,191.98,[ERKEK],13.16,14.26590897071778
49,6925c836-ab8b-11e9-a2fc-000d3a38a36f,Ios App,Offline,2017-12-19,2021-04-22,2020-07-01,2021-04-22,2.0,4.0,572.56,167.97,"[ERKEK, COCUK]",18.21,7.53356311459706
50,c109302c-f72c-11ea-a533-000d3a38a36f,Ios App,Offline,2020-09-15,2020-12-15,2020-09-15,2020-12-15,2.0,1.0,649.99,798.0,[AKTIFSPOR],477.36,195.49596983372106
51,c7cd4332-20bb-11ea-97c9-000d3a38a36f,Ios App,Ios App,2019-05-12,2021-04-29,2021-04-29,2019-05-12,3.0,1.0,104.97,433.64,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",22.5,39.05933852843191
52,d875bb04-4539-11ea-acaf-000d3a38a36f,Android App,Android App,2019-11-14,2021-02-17,2021-02-17,2019-11-14,6.0,1.0,254.97,610.92,[AKTIFSPOR],56.35,88.78450520124963
53,cc7a587e-3110-11ea-b884-000d3a38a36f,Desktop,Desktop,2019-09-05,2021-05-03,2021-05-03,2020-03-08,1.0,2.0,100.48,77.99,[],8.84,26.195263425974822
54,e7fa4114-e7cc-11e9-8bb8-000d3a38a36f,Android App,Offline,2020-05-12,2020-08-12,2020-05-16,2020-08-12,5.0,1.0,79.99,324.94,[KADIN],132.04,329.963621179211
55,59fe5f5c-b1c2-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-07-18,2021-02-26,2021-02-26,2019-07-18,1.0,1.0,219.99,469.89,[AKTIFSPOR],35.14,26.41949725676431
56,92a334ee-58f2-11eb-9e65-000d3a38a36f,Android App,Android App,2021-01-28,2021-02-11,2021-02-11,2021-01-28,1.0,1.0,119.87,94.99,"[ERKEK, KADIN]",460.41,764.7555254591983
57,12f0df54-accc-11e9-a2fc-000d3a38a36f,Android App,Android App,2021-04-21,2021-04-21,2021-04-21,2021-04-21,1.0,1.0,458.95,287.99,"[KADIN, AKTIFSPOR]",0.0,10.609393353637401
58,a0133918-1d60-11ea-a490-000d3a38a36f,Android App,Offline,2019-08-19,2020-10-06,2020-09-12,2020-10-06,1.0,3.0,141.7,59.99,[KADIN],14.62,34.081729723545834
59,5366d676-5403-11eb-9e65-000d3a38a36f,Desktop,Offline,2021-01-11,2021-05-24,2021-01-11,2021-05-24,1.0,1.0,319.99,334.9,[AKTIFSPOR],147.72,103.77253936670661
60,07ddfcfe-2590-11ea-b1c8-000d3a38a36f,Android App,Android App,2019-09-30,2021-05-08,2021-05-08,2020-07-17,3.0,5.0,406.19,194.46,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",30.75,70.12669826284808
61,b4e68f92-a534-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-04,2021-01-27,2021-01-27,2019-03-17,6.0,1.0,79.98,657.12,[AKTIFSPOR],22.84,48.46049554605098
62,fa4d1ac8-abd9-11e9-a2fc-000d3a38a36f,Android App,Mobile,2017-04-14,2020-11-19,2020-11-19,2019-12-01,3.0,1.0,179.98,270.98,[AKTIFSPOR],10.29,33.772124832416736
63,6ece7c1c-4594-11ea-acaf-000d3a38a36f,Desktop,Desktop,2019-08-02,2021-04-20,2021-04-20,2019-08-02,2.0,1.0,89.99,190.77,"[ERKEK, COCUK]",13.43,9.570040695954361
64,15fa60d6-9eb1-11e9-9897-000d3a38a36f,Mobile,Offline,2016-03-17,2021-02-02,2016-03-17,2021-02-02,1.0,3.0,320.85,43.19,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",6.13,6.403211155046821
65,83c57128-1eea-11ea-81ff-000d3a38a36f,Mobile,Mobile,2019-07-28,2021-05-24,2021-05-24,2019-11-10,4.0,3.0,705.92,349.45,"[AKTIFCOCUK, ERKEK, COCUK]",47.54,16.64213088141027
66,bb548d60-abb6-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-07-11,2020-12-22,2020-12-22,2019-07-11,1.0,1.0,69.99,141.97,[COCUK],12.0,3.8139698798893242
67,9e060288-2eed-11ea-8467-000d3a38a36f,Android App,Android App,2019-08-06,2020-11-23,2020-11-23,2019-08-28,1.0,3.0,134.95,249.96,"[AKTIFCOCUK, ERKEK, COCUK]",24.31,17.887720284188042
68,444de882-b067-11e9-9757-000d3a38a36f,Android App,Desktop,2019-07-31,2021-04-28,2021-04-28,2020-02-08,5.0,4.0,262.93,431.94,"[AKTIFCOCUK, ERKEK]",32.73,52.90551651961094
69,89cbf714-a6d0-11e9-a2fc-000d3a38a36f,Android App,Android App,2014-07-01,2021-04-28,2021-04-28,2019-12-19,4.0,2.0,219.97,490.92,[AKTIFSPOR],8.55,38.09710621451178
70,3af86bfe-5459-11ea-b1db-000d3a38a36f,Android App,Android App,2019-12-25,2020-09-17,2020-09-17,2019-12-25,3.0,1.0,149.99,1301.56,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",163.1,79.15575707051254
71,9c5d4960-5bd8-11ea-9ccc-000d3a38a36f,Android App,Android App,2019-12-31,2020-07-17,2020-07-17,2019-12-31,4.0,1.0,59.99,464.37,"[ERKEK, AKTIFSPOR]",79.05,136.40733214937487
72,6fcc04d0-3050-11ea-bb28-000d3a38a36f,Mobile,Offline,2019-11-17,2020-10-19,2020-06-30,2020-10-19,4.0,2.0,271.46,533.94,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]",71.7,79.80911561865936
73,eb648a26-a56e-11e9-a2fc-000d3a38a36f,Mobile,Desktop,2017-04-18,2021-05-25,2021-05-25,2019-02-18,9.0,1.0,49.99,1988.66,"[ERKEK, AKTIFSPOR]",40.83,29.11277968794066
74,8423eda8-ae37-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-19,2021-05-20,2018-10-19,2021-05-20,1.0,4.0,1075.39,205.97,"[ERKEK, KADIN, AKTIFSPOR]",40.72,35.468092636613086
75,af94d3c0-b199-11e9-89fa-000d3a38a36f,Mobile,Mobile,2020-03-09,2021-05-08,2021-05-08,2020-03-09,1.0,1.0,70.49,130.81,[],14.21,11.276117480694055
76,7d58deb6-62fa-11ea-a6dc-000d3a38a36f,Mobile,Mobile,2016-06-14,2020-11-23,2020-11-23,2019-11-16,7.0,1.0,139.99,1231.46,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",25.35,8.354658003937512
77,45beaf52-add9-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-12-14,2021-05-03,2021-05-03,2019-12-14,6.0,1.0,139.98,650.89,"[AKTIFCOCUK, KADIN]",46.89,54.587969303383105
78,56ddd00a-aff6-11e9-9757-000d3a38a36f,Android App,Offline,2020-04-09,2021-03-01,2020-04-09,2021-03-01,1.0,1.0,100.88,172.97,[ERKEK],25.2,23.349600678257026
79,a5fc6ee6-a257-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-10,2020-09-11,2020-09-11,2019-07-28,1.0,2.0,412.85,287.93,[AKTIFSPOR],38.15,30.791874654695313
80,b4f0a6e6-ae60-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-25,2021-05-26,2019-09-04,2021-05-26,3.0,10.0,1350.49,282.96,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",51.91,50.61311651720088
81,af28d808-9750-11ea-a9c8-000d3a38a36f,Android App,Offline,2019-11-17,2020-12-23,2020-05-11,2020-12-23,1.0,2.0,190.48,359.9,[KADIN],41.07,26.307080759085014
82,6d57890e-9f67-11eb-9c47-000d3a38a36f,Ios App,Ios App,2019-07-16,2021-04-19,2021-04-19,2019-07-16,1.0,1.0,79.99,203.24,[],13.21,18.62940243715692
83,7bb4c782-a450-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-04-20,2021-03-15,2021-03-09,2021-03-15,9.0,4.0,459.92,676.88,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",49.07,51.193920871031025
84,4a1ecbbc-5271-11ea-956d-000d3a38a36f,Mobile,Offline,2020-01-07,2020-11-18,2020-01-21,2020-11-18,1.0,3.0,254.96,189.99,"[KADIN, AKTIFSPOR]",42.24,62.459406544165816
85,d8f47744-a595-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-01-27,2021-04-15,2021-04-15,2019-10-26,9.0,1.0,59.99,1401.76,"[AKTIFCOCUK, ERKEK]",37.35,23.382327750845768
86,2c5e69e8-ae6b-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-12-20,2021-03-30,2021-03-30,2021-02-09,8.0,1.0,139.99,1372.4,"[ERKEK, AKTIFSPOR]",97.36,102.97811946801227
87,0efc89ac-9f16-11e9-9897-000d3a38a36f,Android App,Android App,2019-07-16,2021-02-22,2021-02-22,2019-07-16,4.0,1.0,192.98,653.37,[COCUK],43.25,24.390749897548528
88,8c92d204-1eb4-11ea-aa32-000d3a38a36f,Android App,Android App,2019-10-19,2020-07-22,2020-07-22,2020-01-23,4.0,2.0,230.48,424.12,"[ERKEK, KADIN, AKTIFSPOR]",70.9,110.33016529219394
89,bfc40df8-3068-11ea-bb28-000d3a38a36f,Desktop,Offline,2019-09-08,2020-09-15,2020-04-10,2020-09-15,1.0,3.0,111.96,209.99,"[AKTIFCOCUK, COCUK]",25.89,36.21969025880962
90,de493b6c-a35b-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-28,2020-11-15,2020-11-15,2019-03-28,1.0,1.0,39.99,189.99,[KADIN],11.54,-4.487605870744897
91,808005da-a511-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-21,2020-10-29,2020-10-29,2019-11-16,6.0,2.0,268.97,1029.87,"[COCUK, KADIN]",45.26,15.130633274227153
92,cae701dc-d621-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-16,2021-03-19,2021-03-19,2019-08-16,1.0,1.0,49.99,89.99,[ERKEK],7.23,10.935409772332473
93,acff824a-1dc3-11ea-8bf2-000d3a38a36f,Android App,Android App,2019-05-18,2020-11-28,2020-11-28,2019-11-02,3.0,3.0,249.97,329.97,"[ERKEK, KADIN]",31.07,32.75797541844837
94,4e24ed86-9e9e-11e9-9897-000d3a38a36f,Desktop,Offline,2016-06-24,2021-05-28,2016-06-24,2021-05-28,1.0,3.0,395.95,119.99,"[ERKEK, AKTIFSPOR]",8.6,36.59017861586303
95,bac9d616-a837-11e9-a2fc-000d3a38a36f,Mobile,Offline,2020-03-30,2020-11-26,2020-03-30,2020-11-26,1.0,2.0,459.98,207.99,[AKTIFSPOR],83.15,68.73096026111763
96,4e18b218-5650-11ea-b9b9-000d3a38a36f,Ios App,Offline,2019-12-17,2020-11-24,2020-04-13,2020-11-24,2.0,3.0,189.97,401.15,[COCUK],51.7,57.303975247931604
97,5261c16e-9c93-11ea-a27a-000d3a38a36f,Android App,Offline,2020-05-21,2020-06-30,2020-05-21,2020-06-30,1.0,1.0,220.48,335.98,"[KADIN, AKTIFSPOR]",417.34,277.7766835762018
98,20a9824c-ab17-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-09-19,2021-02-22,2021-02-22,2019-08-05,3.0,1.0,190.73,440.95,[AKTIFSPOR],15.14,36.46882521818321
99,9c328802-a6ce-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-06-28,2021-04-09,2014-06-28,2021-04-09,1.0,2.0,690.78,154.99,[],10.24,19.089562221452134
100,b74c85fa-43a0-11eb-806e-000d3a38a36f,Android App,Offline,2020-02-22,2021-03-03,2020-12-21,2021-03-03,6.0,4.0,334.96,564.88,[COCUK],71.99,110.22340639287792
101,72b33428-f9a1-11ea-9564-000d3a38a36f,Android App,Android App,2020-09-18,2020-12-24,2020-12-24,2020-09-21,1.0,2.0,460.63,228.99,"[KADIN, AKTIFSPOR]",213.28,175.52873937496054
102,f9adaeba-bbb5-11ea-a0c9-000d3a38a36f,Desktop,Offline,2019-09-08,2021-04-06,2021-03-31,2021-04-06,2.0,3.0,270.47,264.91,[AKTIFSPOR],27.88,63.680514824691485
103,8b607a4a-abae-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-01-14,2020-12-22,2020-12-22,2019-05-07,4.0,1.0,289.96,339.97,"[COCUK, KADIN]",17.61,0.02446828069323992
104,861090c6-a923-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-09-22,2021-01-13,2016-09-22,2021-01-13,1.0,1.0,799.99,279.0,[],20.57,13.019009269065792
105,41272966-a0cc-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-05,2021-04-20,2021-04-20,2019-02-05,1.0,1.0,119.99,359.2,[],17.86,1.4968888084747727
106,bd2305fe-6051-11ea-8dd8-000d3a38a36f,Mobile,Offline,2020-01-26,2021-02-17,2020-01-26,2021-02-17,1.0,1.0,219.87,167.99,"[KADIN, AKTIFSPOR]",29.99,29.011262190140087
107,fdb7846a-319d-11ea-9c9f-000d3a38a36f,Android App,Android App,2019-08-09,2020-06-12,2020-06-12,2019-08-09,1.0,1.0,104.98,359.9,[AKTIFSPOR],45.28,46.16548701820962
108,5bc87a7c-9de8-11e9-9897-000d3a38a36f,Mobile,Offline,2017-10-20,2020-09-21,2019-01-10,2020-09-21,2.0,5.0,437.34,359.98,[COCUK],22.42,-2.6563908179696005
109,804e7e88-18fd-11ea-9213-000d3a38a36f,Android App,Android App,2019-09-11,2021-05-21,2021-05-21,2019-10-20,8.0,2.0,169.98,1338.73,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",73.24,68.6431330055391
110,215ed4a8-a595-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-02-21,2021-04-26,2019-02-21,2021-04-26,1.0,2.0,301.85,209.94,"[KADIN, AKTIFSPOR]",19.31,23.68945527061734
111,36c7a90a-a0f9-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-15,2021-05-17,2021-05-17,2020-03-04,2.0,4.0,706.89,810.66,"[ERKEK, AKTIFSPOR]",55.39,48.331156456125356
112,63695372-a1c7-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-27,2021-05-24,2021-05-24,2020-10-12,1.0,3.0,400.38,83.99,"[ERKEK, COCUK, KADIN]",17.79,-10.161619757703704
113,1f65610c-526b-11ea-956d-000d3a38a36f,Mobile,Mobile,2020-01-08,2021-02-10,2021-02-10,2020-01-08,3.0,1.0,369.98,519.39,[AKTIFSPOR],66.87,56.032205586980574
114,c9c3e8aa-9aa8-11ea-9fd8-000d3a38a36f,Android App,Offline,2020-05-21,2021-02-11,2020-05-21,2021-02-11,1.0,1.0,119.99,112.49,[],26.22,34.61152348879719
115,552c4978-ace8-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-14,2020-11-29,2020-11-29,2019-02-14,2.0,1.0,69.98,495.46,"[KADIN, AKTIFSPOR]",25.94,23.46837138983385
116,ef770b48-e155-11e9-957d-000d3a38a36f,Mobile,Offline,2019-09-06,2020-07-20,2019-09-28,2020-07-20,1.0,4.0,279.95,115.0,"[KADIN, AKTIFSPOR]",37.26,73.85222622127377
117,88667a54-1311-11ea-a001-000d3a38a36f,Android App,Offline,2019-04-17,2021-03-11,2020-05-18,2021-03-11,1.0,4.0,424.73,175.97,"[AKTIFCOCUK, AKTIFSPOR]",25.97,51.43942249805583
118,c51201f2-1155-11ea-8872-000d3a38a36f,Mobile,Mobile,2019-09-11,2021-03-21,2021-03-21,2019-11-08,3.0,2.0,239.96,309.95,"[KADIN, AKTIFSPOR]",29.62,44.633788656467644
119,a7ab666a-ae60-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-07-10,2021-03-29,2021-03-29,2019-07-10,2.0,1.0,356.95,698.94,"[AKTIFCOCUK, ERKEK]",50.44,4.3801589472406315
120,b050a646-2254-11ea-8523-000d3a38a36f,Ios App,Ios App,2019-09-21,2021-04-14,2021-04-14,2019-09-21,4.0,1.0,209.97,716.88,[AKTIFCOCUK],48.7,40.74546645659021
121,7fcbeba8-a8a0-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-08-03,2020-09-03,2019-08-03,2020-09-03,1.0,3.0,199.97,59.99,[AKTIFSPOR],19.64,67.17973682105071
122,f318a3de-ad06-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-06-08,2020-08-13,2018-06-08,2020-08-13,1.0,1.0,100.74,19.99,[ERKEK],4.54,5.68822922775852
123,9b6eb67e-75e6-11ea-b23f-000d3a38a36f,Android App,Offline,2020-04-04,2021-03-28,2020-05-14,2021-03-28,2.0,1.0,199.99,208.46,[AKTIFSPOR],34.23,61.5044850613033
124,575164ec-a417-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-13,2021-05-23,2021-05-23,2019-04-13,3.0,1.0,67.99,589.23,[AKTIFSPOR],25.57,34.79576147675509
125,32756a80-b022-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-02-23,2020-11-10,2020-11-10,2019-02-23,1.0,1.0,14.99,139.95,[KADIN],7.43,-5.220982653025283
